time,soc_true,soc_cc,soc_fgo,voltage,current
0.0,1.0,1.0,0.9999999999999999,4.191491807505295,-0.0049015892074626
16.781,0.9999962889279084,0.9999962889279083,0.9999999999999999,4.190749067776103,-0.0014780055516425
35.703,0.994298392800504,0.994298392800504,0.9872959878208076,3.9748709122299895,-2.0125283240860368
53.781,0.9888507216142652,0.9888507216142652,0.9770855576081154,3.9517167075108937,-2.0139793620987403
71.922,0.9833917631224632,0.9833917631224632,0.9685540239594744,3.934352489432596,-2.011143595991146
90.094,0.977918410592062,0.9779184105920619,0.9612094757605434,3.920058441667911,-2.013006627812944
108.281,0.9724367493417782,0.9724367493417782,0.9547239952605412,3.907903509913092,-2.0143996570526377
126.453,0.9669672135785544,0.9669672135785545,0.9488815794654354,3.8970357216910942,-2.01160288530172
144.641,0.9614754130226756,0.9614754130226755,0.9435096040585372,3.887476580540445,-2.0180146876333027
162.844,0.955992374416895,0.955992374416895,0.9385219331669837,3.878958592475142,-2.0131347535115096
181.016,0.9505185988805755,0.9505185988805755,0.9338182595793127,3.871015984807792,-2.0131622022459528
199.219,0.9450358449469978,0.9450358449469978,0.9293153941996639,3.863479677493402,-2.0130302341846087
217.391,0.9395605785965152,0.9395605785965152,0.9249930320034611,3.856660507031456,-2.013710498518572
235.594,0.934074774458348,0.9340747744583479,0.9207817161540491,3.850013579168339,-2.0141501374546595
253.75,0.9286049986288568,0.9286049986288567,0.9166829532191114,3.8438419054138055,-2.0134639832409995
271.984,0.9231139562188788,0.9231139562188789,0.9126268726902995,3.837687975719061,-2.012645836387535
290.141,0.917644027682988,0.917644027682988,0.9086475287581346,3.831938252983524,-2.013409300587134
308.359,0.9121564415409876,0.9121564415409875,0.9046880775872759,3.826414443009924,-2.013145499824814
326.5,0.906695046390146,0.9066950463901461,0.9007726452670781,3.8210957343825593,-2.012041289430313
344.75,0.901194222936166,0.9011942229361661,0.8968184318599731,3.815896664668625,-2.014463252999404
362.906,0.8957253271587524,0.8957253271587524,0.8928788850402205,3.810696821906357,-2.013140029715948
381.047,0.8902715725200037,0.8902715725200037,0.888934244569064,3.8058373809696873,-2.0092264361962906
399.187,0.8848033539275594,0.8848033539275594,0.8849359194102075,3.801121633463299,-2.0146661803839097
417.281,0.8793529216228699,0.8793529216228699,0.8808927421638507,3.7962931305502456,-2.013218328840318
435.484,0.8738742967540127,0.8738742967540127,0.8767514944925745,3.7914489063900754,-2.011514220111743
453.672,0.8683983140138787,0.8683983140138787,0.8725389670003538,3.78662468670613,-2.0122022798127417
471.812,0.8629323016245528,0.8629323016245528,0.8682613427734467,3.782062923033413,-2.0138533447712548
490.203,0.8573953951963841,0.8573953951963841,0.8638230854156271,3.7771754018686496,-2.012131460111624
508.344,0.8519376360821034,0.8519376360821034,0.8593799392138673,3.7724062939793614,-2.010701731407519
526.625,0.8464339711681805,0.8464339711681805,0.8548133591378465,3.767937459194956,-2.01208603752232
544.922,0.8409249201881982,0.8409249201881982,0.8501516772063857,3.7632293036403497,-2.0122939193277443
563.125,0.8354409794477571,0.8354409794477571,0.8454313162584562,3.758511492029129,-2.0134659783611792
581.406,0.8299332063182767,0.8299332063182767,0.8406142865728928,3.754213210075249,-2.013587960930042
599.656,0.8244367961528237,0.8244367961528237,0.8357243319629,3.7496292028995617,-2.0128470572358244
617.875,0.8189508693975457,0.8189508693975457,0.8307695943835882,3.745168859636383,-2.0124262827670187
636.047,0.8134790149710224,0.8134790149710224,0.8257593747563202,3.741005008761193,-2.012455650506209
654.422,0.8079434797066113,0.8079434797066113,0.8206097347207103,3.736699828857414,-2.0133848004978523
672.594,0.8024711543317667,0.8024711543317667,0.8154493863997179,3.73248270531015,-2.012628857345505
690.812,0.7969771354969445,0.7969771354969445,0.8101963621124088,3.7283525544000353,-2.015505361933708
708.937,0.7915224871057724,0.7915224871057724,0.8049123401086086,3.724533235478666,-2.011329657572897
727.266,0.7860076815142307,0.7860076815142307,0.7994877937684732,3.7206510260877055,-2.0108790415318465
745.578,0.7804921901614579,0.7804921901614579,0.7939757563590563,3.7164090082277776,-2.012996130285865
763.797,0.7750108113289029,0.7750108113289029,0.7884230120171889,3.712791837839384,-2.01075794856787
782.109,0.769493387936701,0.769493387936701,0.7827464989946524,3.7084276144367743,-2.0137012692563894
800.484,0.7639640122569472,0.7639640122569472,0.7769905194177591,3.704791771654605,-2.011144436461852
818.797,0.7584504722128816,0.7584504722128816,0.771173252479179,3.700682577796298,-2.012174075768356
837.016,0.7529648462968066,0.7529648462968066,0.7653189231592408,3.6967577147701225,-2.01231592461865
855.25,0.7474755321391151,0.7474755321391151,0.7594025114051026,3.6930393322124,-2.0120123756511448
873.578,0.7419577329677598,0.7419577329677598,0.7533989069303916,3.689176796697776,-2.0120803747271694
891.812,0.7364719690937327,0.7364719690937327,0.7473745824118111,3.685214481541968,-2.010711081087841
910.141,0.7309504030625369,0.7309504030625369,0.741273286027368,3.681493741415728,-2.013344119617849
928.391,0.7254589526509627,0.7254589526509627,0.7351637375368119,3.6777922137897634,-2.0110307397305536
946.719,0.7199394989766429,0.7199394989766429,0.7289917571051953,3.674061813182095,-2.0126836937029475
965.047,0.7144234525220887,0.7144234525220887,0.7227942051038142,3.6703017649960334,-2.0114412418104908
983.391,0.7088988873769212,0.7088988873769212,0.7165667052108224,3.666733911530225,-2.0127904770485
1001.766,0.7033683438886489,0.7033683438886489,0.7103133252594709,3.662998049506258,-2.011569191758114
1020.172,0.6978254570782041,0.6978254570782041,0.7040359112132999,3.659664386801439,-2.0126631912960185
1038.594,0.6922743279459775,0.6922743279459775,0.6977334798835755,3.6558941361243935,-2.0139053880760813
1056.922,0.6867602709632216,0.6867602709632216,0.6914618952026156,3.652326513003176,-2.010715775544467
1075.203,0.6812567824543267,0.6812567824543267,0.6851996645880013,3.648763482293651,-2.012021545570249
1093.687,0.6756999447265039,0.6756999447265039,0.6788886430691434,3.645546859271647,-2.009214327441653
1112.0,0.6701821965222639,0.6701821965222639,0.6726151789726758,3.642076254837322,-2.013709849652648
1130.328,0.6646623769879527,0.6646623769879527,0.6663418498278487,3.638464063053352,-2.012817105537171
1148.75,0.6591108143596746,0.6591108143596746,0.6600479191778086,3.6350760693865416,-2.014062656987208
1167.125,0.6535816329827033,0.6535816329827033,0.6537890423331604,3.6316648242502687,-2.011073764656804
1185.641,0.6480105246574952,0.6480105246574952,0.6475041991215,3.628578536468816,-2.010892908444055
1203.984,0.6424873215461707,0.6424873215461707,0.6412756730247413,3.625012599283518,-2.012403944593161
1222.406,0.6369380377696949,0.6369380377696949,0.6350389702930077,3.621582226811228,-2.0132359077233173
1240.797,0.6313954561454537,0.6313954561454537,0.6288319799348628,3.618461251661822,-2.0141938465196407
1259.156,0.6258667960187579,0.6258667960187579,0.622657603797986,3.615067251937504,-2.012636675477008
1277.547,0.6203296725877956,0.6203296725877956,0.616498809220367,3.611881808758121,-2.012210319697456
1295.906,0.6148039913811316,0.6148039913811316,0.6103744627057134,3.608578677267317,-2.011552238457628
1314.297,0.6092617664979936,0.6092617664979936,0.6042601096168289,3.6055349411099233,-2.0140642055357367
1332.687,0.6037257996963594,0.6037257996963594,0.598173947438276,3.6021858993564058,-2.0118993923590667
1351.203,0.5981421529366859,0.5981421529366859,0.5920679802451052,3.598857145114916,-2.015418659421735
1369.687,0.5925755376487345,0.5925755376487345,0.5860119969212605,3.5957670937938047,-2.012749650022577
1388.125,0.587019736443348,0.587019736443348,0.5799981042037617,3.5930166635689296,-2.0138512952228385
1406.578,0.5814602360000761,0.5814602360000761,0.5740000067549225,3.589710093997269,-2.0135540833621937
