time,soc_ref,soc_cc,voltage,current_biased
0.0,1.0,1.0,4.191491807505295,-0.00539174812820886
16.781,0.9999962889279084,0.9999959178206991,4.190749067776103,-0.0016258061068067501
35.703,0.994298392800504,0.9937282320805544,3.9748709122299895,-2.213781156494641
53.781,0.9888507216142652,0.9877357937756918,3.9517167075108937,-2.2153772983086144
71.922,0.9833917631224632,0.9817309394347096,3.934352489432596,-2.212257955590261
90.094,0.977918410592062,0.975710251651268,3.920058441667911,-2.2143072905942383
108.281,0.9724367493417782,0.969680424275956,3.907903509913092,-2.2158396227579016
126.453,0.9669672135785544,0.96366393493641,3.8970357216910942,-2.212763173831892
144.641,0.9614754130226756,0.9576229543249429,3.887476580540445,-2.219816156396633
162.844,0.955992374416895,0.9515916118585845,3.878958592475142,-2.214448228862661
181.016,0.9505185988805755,0.9455704587686331,3.871015984807792,-2.214478422470548
199.219,0.9450358449469978,0.9395394294416975,3.863479677493402,-2.21433325760307
217.391,0.9395605785965152,0.9335166364561667,3.856660507031456,-2.215081548370429
235.594,0.934074774458348,0.9274822519041827,3.850013579168339,-2.2155651512001255
253.75,0.9286049986288568,0.9214654984917424,3.8438419054138055,-2.2148103815650995
271.984,0.9231139562188788,0.9154253518407668,3.837687975719061,-2.2139104200262887
290.141,0.917644027682988,0.9094084304512868,3.831938252983524,-2.2147502306458478
308.359,0.9121564415409876,0.9033720856950862,3.826414443009924,-2.214460049807296
326.5,0.906695046390146,0.8973645510291607,3.8210957343825593,-2.2132454183733445
344.75,0.901194222936166,0.8913136452297827,3.815896664668625,-2.2159095782993448
362.906,0.8957253271587524,0.8852978598746276,3.810696821906357,-2.214454032687543
381.047,0.8902715725200037,0.879298729772004,3.8058373809696873,-2.21014907981592
399.187,0.8848033539275594,0.8732836893203153,3.801121633463299,-2.2161327984223007
417.281,0.8793529216228699,0.867288213785157,3.7962931305502456,-2.21454016172435
435.484,0.8738742967540127,0.861261726429414,3.7914489063900754,-2.2126656421229174
453.672,0.8683983140138787,0.8552381454152665,3.78662468670613,-2.213422507794016
471.812,0.8629323016245528,0.8492255317870081,3.782062923033413,-2.2152386792483805
490.203,0.8573953951963841,0.8431349347160225,3.7771754018686496,-2.213344606122787
508.344,0.8519376360821034,0.8371313996903138,3.7724062939793614,-2.211771904548271
526.625,0.8464339711681805,0.8310773682849986,3.767937459194956,-2.213294641274552
544.922,0.8409249201881982,0.825017412207018,3.7632293036403497,-2.213523311260519
563.125,0.8354409794477571,0.8189850773925327,3.758511492029129,-2.214812576197297
581.406,0.8299332063182767,0.8129265269501043,3.754213210075249,-2.2149467570230463
599.656,0.8244367961528237,0.8068804757681061,3.7496292028995617,-2.214131762959407
617.875,0.8189508693975457,0.8008459563373002,3.745168859636383,-2.2136689110437207
636.047,0.8134790149710224,0.7948269164681245,3.741005008761193,-2.21370121555683
654.422,0.8079434797066113,0.7887378276772724,3.736699828857414,-2.214723280547638
672.594,0.8024711543317667,0.7827182697649433,3.73248270531015,-2.213891743080056
690.812,0.7969771354969445,0.7766748490466389,3.7283525544000353,-2.217055898127079
708.937,0.7915224871057724,0.7706747358163496,3.724533235478666,-2.212462623330187
727.266,0.7860076815142307,0.7646084496656538,3.7206510260877055,-2.2119669456850315
745.578,0.7804921901614579,0.7585414091776036,3.7164090082277776,-2.2142957433144517
763.797,0.7750108113289029,0.7525118924617932,3.712791837839384,-2.2118337434246573
782.109,0.769493387936701,0.7464427267303709,3.7084276144367743,-2.2150713961820285
800.484,0.7639640122569472,0.7403604134826418,3.704791771654605,-2.2122588801080374
818.797,0.7584504722128816,0.7342955194341696,3.700682577796298,-2.2133914833451915
837.016,0.7529648462968066,0.7282613309264869,3.6967577147701225,-2.2135475170805154
855.25,0.7474755321391151,0.7222230853530265,3.6930393322124,-2.2132136132162596
873.578,0.7419577329677598,0.7161535062645357,3.689176796697776,-2.2132884121998866
891.812,0.7364719690937327,0.7101191660031059,3.685214481541968,-2.2117821891966254
910.141,0.7309504030625369,0.7040454433687904,3.681493741415728,-2.2146785315796342
928.391,0.7254589526509627,0.6980048479160588,3.6777922137897634,-2.212133813703609
946.719,0.7199394989766429,0.691933448874307,3.674061813182095,-2.2139520630732425
965.047,0.7144234525220887,0.6858657977742973,3.6703017649960343,-2.21258536599154
