time,soc_ref,soc_cc,voltage,current_biased
0.0,1.0,1.0,4.191491807505295,-0.0049015892074626
16.781,0.9999962889279084,0.9999962889279083,4.190749067776103,-0.0014780055516425
35.703,0.994298392800504,0.994298392800504,3.9748709122299895,-2.0125283240860368
53.781,0.9888507216142652,0.9888507216142652,3.9517167075108937,-2.0139793620987403
71.922,0.9833917631224632,0.9833917631224632,3.934352489432596,-2.011143595991146
90.094,0.977918410592062,0.9779184105920619,3.920058441667911,-2.0130066278129437
108.281,0.9724367493417782,0.9724367493417782,3.907903509913092,-2.0143996570526377
126.453,0.9669672135785544,0.9669672135785545,3.8970357216910942,-2.01160288530172
144.641,0.9614754130226756,0.9614754130226755,3.887476580540445,-2.0180146876333027
162.844,0.955992374416895,0.955992374416895,3.878958592475142,-2.0131347535115096
181.016,0.9505185988805755,0.9505185988805755,3.871015984807792,-2.0131622022459528
199.219,0.9450358449469978,0.9450358449469978,3.863479677493402,-2.0130302341846087
217.391,0.9395605785965152,0.9395605785965151,3.856660507031456,-2.013710498518572
235.594,0.934074774458348,0.9340747744583479,3.850013579168339,-2.0141501374546595
253.75,0.9286049986288568,0.9286049986288567,3.8438419054138055,-2.0134639832409995
271.984,0.9231139562188788,0.9231139562188789,3.837687975719061,-2.012645836387535
290.141,0.917644027682988,0.917644027682988,3.831938252983524,-2.013409300587134
308.359,0.9121564415409876,0.9121564415409874,3.826414443009924,-2.013145499824814
326.5,0.906695046390146,0.9066950463901461,3.8210957343825593,-2.012041289430313
344.75,0.901194222936166,0.9011942229361661,3.815896664668625,-2.014463252999404
362.906,0.8957253271587524,0.8957253271587524,3.810696821906357,-2.013140029715948
381.047,0.8902715725200037,0.8902715725200036,3.8058373809696873,-2.0092264361962906
399.187,0.8848033539275594,0.8848033539275594,3.801121633463299,-2.0146661803839097
417.281,0.8793529216228699,0.8793529216228699,3.7962931305502456,-2.013218328840318
435.484,0.8738742967540127,0.8738742967540126,3.7914489063900754,-2.011514220111743
453.672,0.8683983140138787,0.8683983140138787,3.78662468670613,-2.0122022798127417
471.812,0.8629323016245528,0.8629323016245528,3.782062923033413,-2.0138533447712548
490.203,0.8573953951963841,0.8573953951963841,3.7771754018686496,-2.012131460111624
508.344,0.8519376360821034,0.8519376360821034,3.7724062939793614,-2.010701731407519
526.625,0.8464339711681805,0.8464339711681805,3.767937459194956,-2.01208603752232
544.922,0.8409249201881982,0.8409249201881982,3.7632293036403497,-2.0122939193277443
563.125,0.8354409794477571,0.8354409794477571,3.758511492029129,-2.0134659783611792
581.406,0.8299332063182767,0.8299332063182767,3.754213210075249,-2.013587960930042
599.656,0.8244367961528237,0.8244367961528237,3.7496292028995617,-2.0128470572358244
617.875,0.8189508693975457,0.8189508693975456,3.745168859636383,-2.0124262827670187
636.047,0.8134790149710224,0.8134790149710224,3.741005008761193,-2.012455650506209
654.422,0.8079434797066113,0.8079434797066113,3.736699828857414,-2.0133848004978523
672.594,0.8024711543317667,0.8024711543317667,3.73248270531015,-2.012628857345505
690.812,0.7969771354969445,0.7969771354969445,3.7283525544000353,-2.015505361933708
708.937,0.7915224871057724,0.7915224871057724,3.724533235478666,-2.011329657572897
727.266,0.7860076815142307,0.7860076815142307,3.7206510260877055,-2.0108790415318465
745.578,0.7804921901614579,0.7804921901614579,3.7164090082277776,-2.012996130285865
763.797,0.7750108113289029,0.7750108113289029,3.712791837839384,-2.01075794856787
782.109,0.769493387936701,0.769493387936701,3.7084276144367743,-2.0137012692563894
800.484,0.7639640122569472,0.7639640122569472,3.704791771654605,-2.011144436461852
818.797,0.7584504722128816,0.7584504722128816,3.700682577796298,-2.012174075768356
837.016,0.7529648462968066,0.7529648462968065,3.6967577147701225,-2.01231592461865
855.25,0.7474755321391151,0.7474755321391151,3.6930393322124,-2.0120123756511448
873.578,0.7419577329677598,0.7419577329677598,3.689176796697776,-2.0120803747271694
891.812,0.7364719690937327,0.7364719690937327,3.685214481541968,-2.010711081087841
910.141,0.7309504030625369,0.7309504030625368,3.681493741415728,-2.013344119617849
928.391,0.7254589526509627,0.7254589526509627,3.6777922137897634,-2.0110307397305536
946.719,0.7199394989766429,0.7199394989766428,3.674061813182095,-2.0126836937029475
965.047,0.7144234525220887,0.7144234525220887,3.6703017649960343,-2.0114412418104908
983.391,0.7088988873769212,0.7088988873769212,3.666733911530225,-2.0127904770485
1001.766,0.7033683438886489,0.7033683438886489,3.662998049506258,-2.011569191758114
1020.172,0.6978254570782041,0.6978254570782041,3.659664386801439,-2.0126631912960185
1038.594,0.6922743279459775,0.6922743279459774,3.6558941361243935,-2.0139053880760813
1056.922,0.6867602709632216,0.6867602709632215,3.652326513003176,-2.010715775544467
1075.203,0.6812567824543267,0.6812567824543267,3.648763482293651,-2.012021545570249
1093.687,0.6756999447265039,0.6756999447265037,3.645546859271647,-2.009214327441653
1112.0,0.6701821965222639,0.6701821965222639,3.642076254837322,-2.013709849652648
1130.328,0.6646623769879527,0.6646623769879527,3.638464063053352,-2.012817105537171
1148.75,0.6591108143596746,0.6591108143596744,3.6350760693865416,-2.0140626569872078
1167.125,0.6535816329827033,0.6535816329827033,3.6316648242502687,-2.011073764656804
1185.641,0.6480105246574952,0.6480105246574952,3.628578536468816,-2.010892908444055
1203.984,0.6424873215461707,0.6424873215461706,3.625012599283518,-2.012403944593161
1222.406,0.6369380377696949,0.6369380377696949,3.621582226811228,-2.0132359077233173
1240.797,0.6313954561454537,0.6313954561454536,3.618461251661822,-2.0141938465196407
1259.156,0.6258667960187579,0.6258667960187578,3.615067251937504,-2.012636675477008
1277.547,0.6203296725877956,0.6203296725877956,3.611881808758121,-2.012210319697456
1295.906,0.6148039913811316,0.6148039913811315,3.608578677267317,-2.011552238457628
1314.297,0.6092617664979936,0.6092617664979936,3.6055349411099233,-2.0140642055357367
1332.687,0.6037257996963594,0.6037257996963593,3.6021858993564058,-2.0118993923590667
1351.203,0.5981421529366859,0.5981421529366859,3.598857145114916,-2.015418659421735
1369.687,0.5925755376487345,0.5925755376487345,3.5957670937938047,-2.012749650022577
1388.125,0.587019736443348,0.587019736443348,3.5930166635689296,-2.0138512952228385
1406.578,0.5814602360000761,0.581460236000076,3.589710093997269,-2.0135540833621937
1425.062,0.5758837741840774,0.5758837741840774,3.5866522032766084,-2.0163099096877253
