time,soc_fgo
0.0,0.9999999999999999
16.781,0.9999999999999993
35.703,0.9872833880905785
53.781,0.9770797866715412
71.922,0.9685517563904078
90.094,0.9612085155478117
108.281,0.9547232254563953
126.453,0.9488820049967419
144.641,0.9435091034168228
162.844,0.9385212687576396
181.016,0.933818217743258
199.219,0.9293150688891259
217.391,0.9249931122945273
235.594,0.9207811620805332
253.75,0.916683278123717
271.984,0.9126259992934331
290.141,0.9086474433695155
308.359,0.9046870029121763
326.5,0.9007730634176002
344.75,0.8968164503480642
362.906,0.8928774714176956
381.047,0.8889347610469628
399.187,0.8849369720195275
417.281,0.8808962103849057
435.484,0.8767548729807473
453.672,0.872542808661116
471.812,0.8682669544689993
490.203,0.8638238042910967
508.344,0.8593837315204281
526.625,0.8548158906812342
544.922,0.8501525704230823
563.125,0.8454331357463496
581.406,0.8406147519947849
599.656,0.8357246043820125
617.875,0.830770735809883
636.047,0.8257628464986084
654.422,0.8206093237752408
672.594,0.8154513964416338
690.812,0.810198703927569
708.937,0.8049190390718197
727.266,0.7994930732233599
745.578,0.793979726168625
763.797,0.7884292110202853
782.109,0.7827515118619062
800.484,0.7769932969928162
818.797,0.7711754554557889
837.016,0.7653234015397307
855.25,0.7594090105935907
873.578,0.7534047376306161
891.812,0.7473830857506021
910.141,0.7412810757329639
928.391,0.735173997062994
946.719,0.7290019057725642
965.047,0.7228047949479688
983.391,0.7165770993668603
1001.766,0.7103231320239333
1020.172,0.7040440867559864
1038.594,0.697739355699906
1056.922,0.6914692886111321
1075.203,0.6852097689422875
1093.687,0.6788963076025644
1112.0,0.6726244506581014
1130.328,0.6663526868467969
1148.75,0.6600573388296281
1167.125,0.6537994480456321
1185.641,0.6475115796507697
1203.984,0.6412849468550282
1222.406,0.6350476894255964
1240.797,0.6288409644754196
1259.156,0.6226683997881638
1277.547,0.6165107546780536
1295.906,0.6103889052292573
1314.297,0.6042756400628343
1332.687,0.5981914545778586
1351.203,0.5920829917241263
1369.687,0.5860264686679392
1388.125,0.5800133605489485
1406.578,0.5740159329482208
1425.062,0.5680262538599886
1443.609,0.5620518232812182
1462.047,0.5561430087890292
1480.547,0.5502417260575715
1499.031,0.5443825043943993
1517.672,0.5384874182303672
1536.109,0.5327051410921912
1554.781,0.5268614211806789
1573.281,0.5211025437494425
1591.859,0.5153570729269452
1610.406,0.509650215101547
1628.953,0.503964088469942
1647.562,0.49829036824459627
1666.062,0.4926891350966059
1684.656,0.48708254549288776
1703.219,0.4815140490120456
1721.891,0.47593753478492495
1740.437,0.4704377574901788
1759.016,0.4649741159391616
1777.641,0.4595196117596899
1796.328,0.45407138310447226
1815.047,0.44865313745128604
1833.75,0.44326816729708257
1852.391,0.43794121789543206
1871.078,0.4326329664312741
1889.844,0.4273361838025516
1908.578,0.4220707471815602
1927.281,0.4168470151025885
1946.031,0.4116387187184086
1964.891,0.40642286440477493
1983.703,0.40125255548547994
2002.484,0.39611494280728266
2021.187,0.39101056371286097
2039.906,0.38592324892100643
2058.641,0.38083700353308914
2077.406,0.3757591390747376
2096.312,0.3706409703494263
2115.047,0.3655914552063857
2133.969,0.36048790480823306
2152.812,0.355408223987998
2171.625,0.35034188767173885
2190.547,0.3452380216830665
2209.422,0.340139671467534
2228.297,0.33503824589184616
2247.219,0.32990720592388695
2265.969,0.3248245208440746
2284.937,0.31966313023415865
2303.859,0.31450998549201065
2322.797,0.3093322485364683
2341.766,0.30413718849504373
2360.594,0.2989768705851728
2379.578,0.293759950456502
2398.672,0.2884870598639853
2417.797,0.2831819559636838
2436.906,0.27786966966685434
2455.969,0.2725744598068363
2474.984,0.2672793611491786
2494.031,0.26198134751932195
2513.187,0.25661747194309054
2532.391,0.251238727544947
2551.547,0.24587552670184537
2570.578,0.24055058055862036
2589.703,0.2351812725440127
2608.797,0.22983328524449365
2627.953,0.2244580693376945
2647.234,0.21904457651704304
2666.516,0.21362625446879546
2685.812,0.20820841975073442
2704.969,0.20283044827271246
2724.203,0.19742363445783787
2743.453,0.19198660734881665
2762.625,0.1865568949756201
2781.922,0.181045008702877
2801.25,0.17548431132751593
2820.625,0.1698712257771171
2839.937,0.1642382094352833
2859.234,0.15853141722137207
2878.578,0.15271550655045588
2897.937,0.14678179807580646
2917.281,0.14071439459499208
2936.687,0.1344548916600879
2956.078,0.1280099717100489
2975.453,0.1213647546308375
2994.969,0.1143976019994847
3014.453,0.10715271116155746
3033.891,0.09959582844681002
3053.375,0.09167116830214787
3072.859,0.08334018027001204
3092.328,0.07463493520533061
3111.828,0.065501833954609
3131.234,0.05598390144325631
3150.672,0.04608539729780934
3170.187,0.03583018548624843
3189.734,0.025402022805976532
3209.297,0.015159996385326802
3229.016,0.0059461838488145125
3248.625,7.408374200992128e-18
3268.328,1.879984662364721e-22
3287.969,1.8799914290376083e-22
3307.625,1.8799986719431373e-22
3327.234,1.8799968451610295e-22
3346.937,1.879988903934849e-22
3366.781,1.8799963785918615e-22
3386.641,2.98604563517226e-18
3406.656,0.00574637065312994
3426.625,0.01329539314897417
3446.875,0.02073983273788366
3466.984,0.027486684823443838
3487.078,0.033509910603555536
3507.328,0.03885872675361299
3527.562,0.04360092121121032
3547.781,0.04785334950775138
3568.062,0.05162569347976959
3588.328,0.05496703135935565
3608.594,0.057918360130858146
3628.953,0.060468376650739064
3649.375,0.06258200819450398
3669.875,0.06416469454656096
3690.234,0.0650652495069431
