time,soc_fgo
0.0,0.9999999999999999
16.781,0.9999999999999999
35.703,0.9872959878208076
53.781,0.9770855576081154
71.922,0.9685540239594744
90.094,0.9612094757605434
108.281,0.9547239952605412
126.453,0.9488815794654354
144.641,0.9435096040585372
162.844,0.9385219331669837
181.016,0.9338182595793127
199.219,0.9293153941996639
217.391,0.9249930320034611
235.594,0.9207817161540491
253.75,0.9166829532191114
271.984,0.9126268726902995
290.141,0.9086475287581346
308.359,0.9046880775872759
326.5,0.9007726452670781
344.75,0.8968184318599731
362.906,0.8928788850402205
381.047,0.888934244569064
399.187,0.8849359194102075
417.281,0.8808927421638507
435.484,0.8767514944925745
453.672,0.8725389670003538
471.812,0.8682613427734467
490.203,0.8638230854156271
508.344,0.8593799392138673
526.625,0.8548133591378465
544.922,0.8501516772063857
563.125,0.8454313162584562
581.406,0.8406142865728928
599.656,0.8357243319629
617.875,0.8307695943835882
636.047,0.8257593747563202
654.422,0.8206097347207103
672.594,0.8154493863997179
690.812,0.8101963621124088
708.937,0.8049123401086086
727.266,0.7994877937684732
745.578,0.7939757563590563
763.797,0.7884230120171889
782.109,0.7827464989946524
800.484,0.7769905194177591
818.797,0.771173252479179
837.016,0.7653189231592408
855.25,0.7594025114051026
873.578,0.7533989069303916
891.812,0.7473745824118111
910.141,0.741273286027368
928.391,0.7351637375368119
946.719,0.7289917571051953
965.047,0.7227942051038142
983.391,0.7165667052108224
1001.766,0.7103133252594709
1020.172,0.7040359112132999
1038.594,0.6977334798835755
1056.922,0.6914618952026156
1075.203,0.6851996645880013
1093.687,0.6788886430691434
1112.0,0.6726151789726758
1130.328,0.6663418498278487
1148.75,0.6600479191778086
1167.125,0.6537890423331604
1185.641,0.6475041991215
1203.984,0.6412756730247413
1222.406,0.6350389702930077
1240.797,0.6288319799348628
1259.156,0.622657603797986
1277.547,0.616498809220367
1295.906,0.6103744627057134
1314.297,0.6042601096168289
1332.687,0.598173947438276
1351.203,0.5920679802451052
1369.687,0.5860119969212605
1388.125,0.5799981042037617
1406.578,0.5740000067549225
1425.062,0.5680110885445373
1443.609,0.5620380857479459
1462.047,0.5561272037090048
1480.547,0.5502253771438037
1499.031,0.5443646040853419
1517.672,0.5384736964420488
1536.109,0.5326881185313438
1554.781,0.526848346981058
1573.281,0.5210880452875438
1591.859,0.5153424260961318
1610.406,0.5096342131955627
1628.953,0.5039472614591799
1647.562,0.4982742740278869
1666.062,0.492669819380071
1684.656,0.48706290652674583
1703.219,0.48149297227506305
1721.891,0.4759180783925878
1740.437,0.47041567034263737
1759.016,0.4649495206042963
1777.641,0.4594940421789519
1796.328,0.454046922772998
1815.047,0.4486298974361659
1833.75,0.4432455781066145
1852.391,0.43791662694701666
1871.078,0.43260723883702606
1889.844,0.42731107039394
1908.578,0.42204562921000566
1927.281,0.416820954650328
1946.031,0.41161267333534135
1964.891,0.4063995766481142
1983.703,0.4012301776125784
2002.484,0.39609208516565103
2021.187,0.39098578863452843
2039.906,0.38589604750024936
2058.641,0.38080835897092125
2077.406,0.3757286552497709
2096.312,0.3706132406418319
2115.047,0.365560429457677
2133.969,0.36045882651291444
2152.812,0.3553785912598039
2171.625,0.35031022320455
2190.547,0.3452073909414701
2209.422,0.3401089253226178
2228.297,0.33500661280576705
2247.219,0.3298767182613586
2265.969,0.3247893822044951
2284.937,0.31962934058369463
2303.859,0.31447539810292
2322.797,0.3092973599351796
2341.766,0.304102326116337
2360.594,0.2989375859859235
2379.578,0.29371994863853507
2398.672,0.28844992214347687
2417.797,0.2831486104460963
2436.906,0.2778394241571798
2455.969,0.2725445494642914
2474.984,0.2672484144082188
2494.031,0.26194898601982736
2513.187,0.25658887256483065
2532.391,0.2512141747709737
2551.547,0.245852602483624
2570.578,0.24052508182849053
2589.703,0.23515635199348972
2608.797,0.22980699649755915
2627.953,0.2244326031438276
2647.234,0.21902291412596445
2666.516,0.21360808202375706
2685.812,0.20819330171750788
2704.969,0.20281407863263998
2724.203,0.19740761402119858
2743.453,0.19197156973565
2762.625,0.18653936648663386
2781.922,0.1810297854264038
2801.25,0.17547180671998702
2820.625,0.16986178572512234
2839.937,0.1642286709953886
2859.234,0.1585217467877893
2878.578,0.15270666500790003
2897.937,0.1467737708711385
2917.281,0.14070610481324972
2936.687,0.1344480677996314
2956.078,0.1280037141850013
2975.453,0.12135733995790539
2994.969,0.11439349104146243
3014.453,0.1071501170193029
3033.891,0.09959368409612261
3053.375,0.09166942156470512
3072.859,0.08333968691607697
3092.328,0.07463432953206149
3111.828,0.06550231138206526
3131.234,0.055982382567362356
3150.672,0.04608249289647522
3170.187,0.035827467954858944
3189.734,0.025399288383006154
3209.297,0.01515675711725263
3229.016,0.005946051020006526
3248.625,2.340625613945452e-15
3268.328,2.7004470683435886e-23
3287.969,1.6922294284536358e-22
3307.625,8.237574448250917e-23
3327.234,2.2327361346730363e-24
3346.937,2.014911603348603e-31
3366.781,2.7149109219251215e-31
3386.641,1.3724184725931024e-28
3406.656,0.005746201931164128
3426.625,0.013295259147889111
3446.875,0.020739603955342044
3466.984,0.027486446122135768
3487.078,0.03350998783363621
3507.328,0.03885869802731693
3527.562,0.043601351856427634
3547.781,0.047853400093700336
3568.062,0.05162553024439414
3588.328,0.05496719412356888
3608.594,0.0579185443421512
3628.953,0.060468636796572967
3649.375,0.06258206479742331
3669.875,0.0641645563205784
3690.234,0.0650667554462806
