time,current,voltage,soc_true
0,0.6258667000000001,4.02376,0.799943
1,0.61595254,4.0239,0.799886
2,0.40973781000000004,4.03388,0.799849
3,0.40190526,4.03406,0.799812
4,0.46324559,4.03078,0.799769
5,0.26529266,4.04045,0.799745
6,0.30785507,4.0382,0.799717
7,0.21195254000000002,4.04285,0.799697
8,1.00475608,4.00306,0.799605
9,0.48013279,4.0288,0.799561
10,0.4178269,4.03169,0.799523
11,0.3294216,4.03593,0.799493
12,0.46805723,4.02885,0.79945
13,1.00458842,4.00177,0.799358
14,0.76886351,4.01307,0.799287
15,0.52470207,4.02493,0.799239
16,0.8055931700000001,4.01064,0.799165
17,0.6114338,4.01999,0.799109
18,0.28565022,4.03605,0.799083
19,0.94141898,4.00314,0.798997
20,0.55818559,4.02189,0.798946
21,0.90133814,4.00449,0.798863
22,0.6524559600000001,4.01655,0.798803
23,0.5628315899999999,4.02079,0.798751
24,0.72924424,4.01225,0.798685
25,0.51571206,4.02266,0.798637
26,0.95842132,4.00032,0.798549
27,0.49745631,4.023,0.798504
28,0.9579355100000001,3.99979,0.798416
29,0.52545654,4.02105,0.798368
30,0.85843738,4.00422,0.798289
31,0.51426372,4.02113,0.798242
32,0.70016533,4.01168,0.798178
33,0.6174554200000001,4.01559,0.798121
34,0.30475437,4.03107,0.798093
35,0.78840196,4.00684,0.798021
36,0.62022989,4.01498,0.797964
37,0.5488784400000001,4.01838,0.797914
38,0.48694726,4.02134,0.797869
39,0.98162607,3.99647,0.797779
40,0.39038318,4.0257,0.797743
41,0.48014491000000004,4.02117,0.797699
42,0.7470717499999999,4.00772,0.797631
43,0.40411817,4.02466,0.797594
44,0.47476666,4.02108,0.79755
45,0.71693032,4.00888,0.797485
46,0.60008443,4.01451,0.79743
47,0.86113408,4.00129,0.797351
48,0.72671722,4.00773,0.797284
49,0.8499200499999999,4.00135,0.797206
50,0.24197277,4.03153,0.797184
51,0.7240185,4.00746,0.797118
52,0.6048879899999999,4.01322,0.797062
53,0.6490058000000001,4.01088,0.797003
54,0.7942508699999999,4.00345,0.79693
55,0.91247137,3.9973,0.796846
56,0.91610737,3.99682,0.796762
57,0.23182934,4.0308,0.796741
58,0.64484056,4.01021,0.796682
59,0.30674508,4.02701,0.796654
60,0.8530328699999999,3.9997,0.796575
61,0.9849237200000001,3.99284,0.796485
62,0.46910561,4.01835,0.796442
63,0.95301277,3.99408,0.796355
64,0.94724971,3.99407,0.796268
65,0.44109022999999997,4.01912,0.796228
66,0.54822497,4.01375,0.796177
67,0.70676568,4.00575,0.796112
68,0.84927567,3.99846,0.796035
69,0.50930866,4.01525,0.795988
70,0.70578598,4.00537,0.795923
71,0.51604637,4.01473,0.795876
72,0.95533981,3.99269,0.795788
73,0.62664844,4.00886,0.795731
74,0.84103407,3.99803,0.795654
75,0.42202547,4.0188,0.795615
76,0.36281421999999997,4.02179,0.795582
77,0.64599903,4.00766,0.795523
78,0.82284296,3.9987,0.795447
79,0.7391068900000001,4.00269,0.795379
80,0.5267766100000001,4.01317,0.795331
81,0.5953758100000001,4.0097,0.795277
82,0.47529388,4.01564,0.795233
83,0.45776735,4.01652,0.795191
84,0.5577927,4.01151,0.79514
85,0.20613191,4.02907,0.795121
86,0.64607983,4.00719,0.795062
87,0.31638654,4.02359,0.795033
88,0.95143212,3.99187,0.794945
89,0.6640335900000001,4.00598,0.794885
90,0.37856819999999997,4.02016,0.79485
91,0.49005907,4.01463,0.794805
92,0.9604292,3.99105,0.794717
93,0.82908375,3.99735,0.794641
94,0.8879546300000001,3.99419,0.79456
95,0.84147847,3.99629,0.794482
96,0.82588508,3.99686,0.794407
97,0.49246489,4.01337,0.794362
98,0.67627479,4.00416,0.7943
99,0.58574243,4.00859,0.794246
100,0.25676725,4.02501,0.794222
101,0.2138372,4.0273,0.794203
102,0.41740573000000003,4.01726,0.794164
103,0.25824589,4.02526,0.794141
104,0.39020744,4.01878,0.794105
105,0.62474863,4.00707,0.794048
106,0.31939432,4.02228,0.794018
107,0.36381715000000003,4.02014,0.793985
108,0.9119057700000001,3.99274,0.793901
109,0.96630841,3.98975,0.793813
110,0.99202301,3.98818,0.793722
111,0.31523918,4.02178,0.793693
112,0.90609827,3.99228,0.79361
113,0.61126917,4.0068,0.793554
114,0.44665432,4.01498,0.793513
115,0.62817152,4.00591,0.793455
116,0.45250221999999996,4.01462,0.793414
117,0.86055434,3.9942,0.793335
118,0.98491665,3.98775,0.793245
119,0.9005968000000001,3.99169,0.793162
120,0.26980433000000004,4.02305,0.793137
121,0.40817332,4.01625,0.7931
122,0.85271775,3.99404,0.793022
123,0.36192946,4.01841,0.792989
124,0.58052174,4.00754,0.792935
125,0.78658194,3.99716,0.792863
126,0.53955311,4.00937,0.792814
127,0.38346568999999997,4.01716,0.792779
128,0.88582858,3.99206,0.792697
129,0.3696701,4.01769,0.792664
130,0.29333632000000004,4.02158,0.792637
131,0.33951453,4.01938,0.792606
132,0.27328075,4.02278,0.792581
133,0.91765065,3.99062,0.792496
134,0.26543103,4.02304,0.792472
135,0.31157187000000003,4.02085,0.792444
136,0.94288045,3.98932,0.792357
137,0.7949689799999999,3.99646,0.792284
138,0.5672604400000001,4.00768,0.792232
139,0.23610972000000002,4.02422,0.792211
140,0.87768192,3.99222,0.79213
141,0.37711885,4.01707,0.792096
142,0.8570738800000001,3.99308,0.792017
143,0.7444699899999999,3.99851,0.791949
144,1.00571558,3.98527,0.791856
145,0.78290049,3.99613,0.791785
146,0.23756008,4.02328,0.791763
147,0.8861376400000001,3.99095,0.791682
148,0.8825885,3.9909,0.791601
149,0.69504564,4.00007,0.791537
150,0.55396278,4.00703,0.791486
151,0.31545835,4.01895,0.791457
152,0.40164367,4.01474,0.791421
153,0.62812506,4.00345,0.791363
154,0.55086309,4.00724,0.791312
155,0.6275029,4.00337,0.791255
156,0.93715072,3.98778,0.791169
157,0.28786313,4.02005,0.791143
158,0.21690255,4.02373,0.791123
159,0.26561586,4.02144,0.791098
160,0.9395030099999999,3.98782,0.791012
161,0.83192892,3.99294,0.790936
162,0.30149005,4.01931,0.790908
163,0.27919531,4.02054,0.790883
164,0.4682966,4.01119,0.79084
165,0.60727765,4.00423,0.790784
166,0.34488369,4.0173,0.790753
167,0.55801187,4.0067,0.790701
168,0.42324757,4.01341,0.790663
169,0.70229138,3.99946,0.790598
170,0.81959985,3.99345,0.790523
171,0.27795301,4.02038,0.790498
172,0.7276837899999999,3.99797,0.790431
173,0.8321491000000001,3.99259,0.790355
174,0.49579688,4.00924,0.790309
175,0.2036968,4.02386,0.79029
176,0.33442312,4.01747,0.79026
177,0.35903884,4.01631,0.790227
178,0.5835477,4.00513,0.790173
179,0.9474688800000001,3.98683,0.790087
180,0.73310749,3.99729,0.790019
181,0.41899547000000004,4.01288,0.789981
182,0.9983233899999999,3.98389,0.789889
183,0.62699487,4.00219,0.789832
184,0.76888472,3.995,0.789761
185,0.45971867,4.01032,0.789719
186,0.95587612,3.98548,0.789632
187,0.28248185000000003,4.01894,0.789606
188,0.5854788200000001,4.00388,0.789552
189,0.4743768,4.00939,0.789509
190,0.32155774,4.01705,0.789479
191,0.55087016,4.00566,0.789429
192,0.8923148000000001,3.98851,0.789347
193,0.25121730000000003,4.02039,0.789324
194,1.0074245,3.98264,0.789231
195,0.38041145,4.01374,0.789197
196,0.49261538,4.00818,0.789151
197,0.99837086,3.98284,0.78906
198,0.3469754,4.01517,0.789028
199,0.31790962,4.01671,0.788999
200,0.56780483,4.00429,0.788947
201,0.34624921,4.01533,0.788915
202,0.68545266,3.99842,0.788852
203,0.40324957,4.01243,0.788815
204,0.85391561,3.9899,0.788737
205,0.7825278,3.99326,0.788665
206,0.32376661,4.01606,0.788636
207,0.21994972,4.02135,0.788615
208,0.23503407,4.02074,0.788594
209,0.7472707199999999,3.99522,0.788525
210,0.7630115700000001,3.99427,0.788455
211,0.64370229,4.00007,0.788396
212,0.98646599,3.98281,0.788306
213,0.57826641,4.00296,0.788253
214,0.36725216,4.01347,0.788219
215,0.28418471,4.0177,0.788193
216,0.83197336,3.99037,0.788117
217,0.21499163,4.02107,0.788097
218,0.8125308600000001,3.99129,0.788023
219,0.29914483,4.0168,0.787995
220,0.22538554,4.0206,0.787975
221,0.20350995000000002,4.02183,0.787956
222,0.73603144,3.99531,0.787889
223,0.9849873499999999,3.98268,0.787798
224,0.38895504000000003,4.01223,0.787763
225,0.20775396999999998,4.02135,0.787744
226,0.5775584,4.00297,0.787691
227,0.7029903000000001,3.99662,0.787626
228,0.9485829100000001,3.98418,0.787539
229,0.37620277999999996,4.01257,0.787505
230,0.25239698,4.01882,0.787482
231,0.29239601,4.01694,0.787455
232,0.34436152,4.01443,0.787423
233,0.8932258200000001,3.987,0.787341
234,0.5209509299999999,4.00539,0.787294
235,0.94007871,3.98436,0.787207
236,0.83213193,3.98949,0.787131
